ResponseId,LearnCodeOnline
984,"Online challenges (e.g., daily or weekly coding challenges)"
984,Online forum
984,Stack Overflow
984,Technical documentation
984,Written Tutorials
985,Blogs
985,Online books
985,Stack Overflow
985,Technical documentation
985,Video-based Online Courses
986,Blogs
986,Interactive tutorial
986,Online books
986,Online forum
986,Technical documentation
986,Written Tutorials
987,Blogs
987,Coding sessions (live or recorded)
987,Stack Overflow
987,Video-based Online Courses
987,Written Tutorials
988,Blogs
988,Interactive tutorial
988,Online books
988,Stack Overflow
988,Technical documentation
988,Written Tutorials
990,Blogs
990,Coding sessions (live or recorded)
990,How-to videos
990,Online books
990,Online forum
990,Stack Overflow
990,Technical documentation
990,Video-based Online Courses
991,Blogs
991,How-to videos
991,Interactive tutorial
991,Online books
991,"Online challenges (e.g., daily or weekly coding challenges)"
991,Online forum
991,Stack Overflow
991,Video-based Online Courses
991,Written Tutorials
991,Written-based Online Courses
992,"Online challenges (e.g., daily or weekly coding challenges)"
992,Stack Overflow
992,Technical documentation
992,Written Tutorials
992,Written-based Online Courses
993,Blogs
993,Stack Overflow
993,Technical documentation
993,Written Tutorials
994,Blogs
994,Online books
994,Online forum
994,Stack Overflow
994,Technical documentation
994,Written Tutorials
995,"Auditory material (e.g., podcasts)"
995,Blogs
995,How-to videos
995,Interactive tutorial
995,Online books
995,"Online challenges (e.g., daily or weekly coding challenges)"
995,Online forum
995,Programming Games
995,Stack Overflow
995,Video-based Online Courses
995,Written Tutorials
995,Written-based Online Courses
996,Blogs
996,Online books
996,Technical documentation
996,Written-based Online Courses
997,Blogs
997,Certification videos
997,Stack Overflow
997,Technical documentation
998,Blogs
998,Online forum
998,Stack Overflow
998,Technical documentation
998,Written Tutorials
999,How-to videos
999,Online books
999,Video-based Online Courses
999,Written-based Online Courses
1000,Blogs
1000,Online books
1000,Stack Overflow
1000,Technical documentation
1000,Written Tutorials
1001,Blogs
1001,Online books
1001,Technical documentation
1002,"Auditory material (e.g., podcasts)"
1002,Blogs
1002,Coding sessions (live or recorded)
1002,How-to videos
1002,Interactive tutorial
1002,Online books
1002,Online forum
1002,Stack Overflow
1002,Technical documentation
1002,Video-based Online Courses
1002,Written Tutorials
1002,Written-based Online Courses
1003,Blogs
1003,Coding sessions (live or recorded)
1003,How-to videos
1003,Online books
1003,Stack Overflow
1003,Technical documentation
1003,Written Tutorials
1004,Blogs
1004,Coding sessions (live or recorded)
1004,Online books
1004,"Online challenges (e.g., daily or weekly coding challenges)"
1004,Stack Overflow
1004,Technical documentation
1005,Blogs
1005,Coding sessions (live or recorded)
1005,How-to videos
1005,"Online challenges (e.g., daily or weekly coding challenges)"
1005,Programming Games
1005,Stack Overflow
1005,Technical documentation
1007,Blogs
1007,Coding sessions (live or recorded)
1007,Online books
1007,"Online challenges (e.g., daily or weekly coding challenges)"
1007,Stack Overflow
1007,Technical documentation
1007,Video-based Online Courses
1007,Written Tutorials
1007,Written-based Online Courses
1008,Blogs
1008,Online books
1008,Technical documentation
1008,Video-based Online Courses
1008,Written Tutorials
1010,Blogs
1010,Online forum
1010,Stack Overflow
1010,Technical documentation
1010,Written Tutorials
1011,"Auditory material (e.g., podcasts)"
1011,Coding sessions (live or recorded)
1011,How-to videos
1011,"Online challenges (e.g., daily or weekly coding challenges)"
1011,Programming Games
1011,Stack Overflow
1011,Technical documentation
1011,Video-based Online Courses
1011,Written-based Online Courses
1012,Blogs
1012,Interactive tutorial
1012,Online books
1012,"Online challenges (e.g., daily or weekly coding challenges)"
1012,Programming Games
1012,Stack Overflow
1012,Technical documentation
1012,Written Tutorials
1012,Written-based Online Courses
1013,Online forum
1013,Technical documentation
1013,Written Tutorials
1015,Blogs
1015,Certification videos
1015,Coding sessions (live or recorded)
1015,How-to videos
1015,Online books
1015,Online forum
1015,Stack Overflow
1015,Technical documentation
1015,Video-based Online Courses
1015,Written Tutorials
1015,Written-based Online Courses
1016,Online forum
1016,Stack Overflow
1016,Technical documentation
1016,Written Tutorials
1018,Online forum
1018,Stack Overflow
1018,Technical documentation
1019,Blogs
1019,How-to videos
1019,Interactive tutorial
1019,Online books
1019,"Online challenges (e.g., daily or weekly coding challenges)"
1019,Programming Games
1019,Stack Overflow
1019,Technical documentation
1019,Video-based Online Courses
1019,Written Tutorials
1019,Written-based Online Courses
1020,Online books
1020,Programming Games
1020,Stack Overflow
1020,Technical documentation
1020,Written Tutorials
1021,How-to videos
1021,Programming Games
1021,Technical documentation
1021,Video-based Online Courses
1022,Blogs
1022,Online books
1022,"Online challenges (e.g., daily or weekly coding challenges)"
1022,Online forum
1022,Stack Overflow
1022,Technical documentation
1022,Written Tutorials
1022,Written-based Online Courses
1023,Coding sessions (live or recorded)
1023,How-to videos
1023,"Online challenges (e.g., daily or weekly coding challenges)"
1023,Stack Overflow
1023,Technical documentation
1023,Written-based Online Courses
1025,Blogs
1025,Online books
1025,Online forum
1025,Technical documentation
1025,Written Tutorials
1026,Blogs
1026,Coding sessions (live or recorded)
1026,Online books
1026,Online forum
1026,Stack Overflow
1026,Technical documentation
1026,Video-based Online Courses
1027,Blogs
1027,Technical documentation
1027,Written Tutorials
1027,Written-based Online Courses
1031,How-to videos
1031,Stack Overflow
1031,Technical documentation
1031,Video-based Online Courses
1032,Blogs
1032,Coding sessions (live or recorded)
1032,Online books
1032,Stack Overflow
1032,Technical documentation
1033,Blogs
1033,Coding sessions (live or recorded)
1033,How-to videos
1033,Online forum
1033,Stack Overflow
1033,Technical documentation
1033,Video-based Online Courses
1033,Written Tutorials
1034,Blogs
1034,How-to videos
1034,Interactive tutorial
1034,Stack Overflow
1034,Technical documentation
1034,Written Tutorials
1035,Blogs
1035,Certification videos
1035,How-to videos
1035,Interactive tutorial
1035,Online books
1035,Online forum
1035,Stack Overflow
1035,Technical documentation
1035,Video-based Online Courses
1035,Written Tutorials
1035,Written-based Online Courses
1036,Blogs
1036,How-to videos
1036,Online books
1036,Stack Overflow
1036,Technical documentation
1036,Video-based Online Courses
1037,Blogs
1037,Online books
1037,"Online challenges (e.g., daily or weekly coding challenges)"
1037,Stack Overflow
1037,Technical documentation
1037,Written Tutorials
1037,Written-based Online Courses
1038,Blogs
1038,How-to videos
1038,Interactive tutorial
1038,Stack Overflow
1038,Technical documentation
1038,Video-based Online Courses
1038,Written Tutorials
1039,Blogs
1039,Interactive tutorial
1039,Online books
1039,Online forum
1039,Stack Overflow
1039,Written Tutorials
1039,Written-based Online Courses
1042,Online books
1042,"Online challenges (e.g., daily or weekly coding challenges)"
1042,Online forum
1042,Stack Overflow
1042,Technical documentation
1042,Written Tutorials
1043,Blogs
1043,Interactive tutorial
1043,Online books
1043,"Online challenges (e.g., daily or weekly coding challenges)"
1043,Online forum
1043,Stack Overflow
1043,Technical documentation
1043,Written Tutorials
1044,Blogs
1044,Online books
1044,Technical documentation
1045,Blogs
1045,Online books
1045,Online forum
1045,Stack Overflow
1045,Technical documentation
1045,Written Tutorials
1048,Blogs
1048,How-to videos
1048,Interactive tutorial
1048,Online books
1048,Online forum
1048,Stack Overflow
1048,Technical documentation
1048,Video-based Online Courses
1048,Written Tutorials
1048,Written-based Online Courses
1051,"Auditory material (e.g., podcasts)"
1051,Blogs
1051,Coding sessions (live or recorded)
1051,Online books
1051,Online forum
1051,Stack Overflow
1051,Technical documentation
1051,Written Tutorials
1052,Blogs
1052,Certification videos
1052,How-to videos
1052,Online books
1052,"Online challenges (e.g., daily or weekly coding challenges)"
1052,Online forum
1052,Technical documentation
1052,Video-based Online Courses
1052,Written Tutorials
1053,Blogs
1053,Online forum
1053,Stack Overflow
1053,Technical documentation
1053,Written Tutorials
1054,Blogs
1054,Coding sessions (live or recorded)
1054,How-to videos
1054,Stack Overflow
1054,Technical documentation
1057,Blogs
1057,Coding sessions (live or recorded)
1057,How-to videos
1057,Interactive tutorial
1057,Online books
1057,"Online challenges (e.g., daily or weekly coding challenges)"
1057,Programming Games
1057,Stack Overflow
1057,Technical documentation
1057,Video-based Online Courses
1057,Written Tutorials
1058,How-to videos
1058,Programming Games
1058,Technical documentation
1058,Video-based Online Courses
1058,Written Tutorials
1059,Blogs
1059,How-to videos
1059,"Online challenges (e.g., daily or weekly coding challenges)"
1059,Online forum
1059,Programming Games
1059,Stack Overflow
1059,Technical documentation
1059,Video-based Online Courses
1059,Written-based Online Courses
1060,Blogs
1060,How-to videos
1060,Online books
1060,Online forum
1060,Stack Overflow
1060,Technical documentation
1060,Written Tutorials
1061,"Auditory material (e.g., podcasts)"
1061,Blogs
1061,Coding sessions (live or recorded)
1061,Online books
1061,Online forum
1061,Stack Overflow
1061,Technical documentation
1063,Blogs
1063,Coding sessions (live or recorded)
1063,How-to videos
1063,Interactive tutorial
1063,Online books
1063,Online forum
1063,Stack Overflow
1063,Technical documentation
1063,Video-based Online Courses
1063,Written Tutorials
1063,Written-based Online Courses
1064,Blogs
1064,Online books
1064,Online forum
1064,Stack Overflow
1064,Technical documentation
1064,Written Tutorials
1064,Written-based Online Courses
1065,Blogs
1065,How-to videos
1065,Online books
1065,Stack Overflow
1065,Technical documentation
1068,Online books
1068,"Online challenges (e.g., daily or weekly coding challenges)"
1068,Technical documentation
1068,Written Tutorials
1069,Blogs
1069,Online books
1069,Technical documentation
1069,Written Tutorials
1070,Blogs
1070,Online books
1070,"Online challenges (e.g., daily or weekly coding challenges)"
1070,Programming Games
1070,Stack Overflow
1070,Technical documentation
1070,Written Tutorials
1071,Blogs
1071,How-to videos
1071,Online forum
1071,Stack Overflow
1071,Technical documentation
1071,Written Tutorials
1072,Blogs
1072,Coding sessions (live or recorded)
1072,How-to videos
1072,Interactive tutorial
1072,Online books
1072,Video-based Online Courses
1073,"Auditory material (e.g., podcasts)"
1073,Coding sessions (live or recorded)
1073,How-to videos
1073,Online forum
1073,Stack Overflow
1073,Technical documentation
1073,Written Tutorials
1076,Blogs
1076,Coding sessions (live or recorded)
1076,How-to videos
1076,Video-based Online Courses
1076,Written-based Online Courses
1078,Blogs
1078,Online books
1078,Online forum
1078,Stack Overflow
1078,Technical documentation
1078,Written Tutorials
1079,Blogs
1079,Online books
1079,Online forum
1079,Stack Overflow
1079,Technical documentation
1079,Written Tutorials
1081,Blogs
1081,Stack Overflow
1081,Technical documentation
1081,Written Tutorials
1081,Written-based Online Courses
1083,Blogs
1083,Interactive tutorial
1083,"Online challenges (e.g., daily or weekly coding challenges)"
1083,Stack Overflow
1083,Technical documentation
1083,Written Tutorials
1085,Blogs
1085,Coding sessions (live or recorded)
1085,Online forum
1085,Programming Games
1085,Stack Overflow
1085,Technical documentation
1085,Written Tutorials
1086,Blogs
1086,How-to videos
1086,Online books
1086,Online forum
1086,Stack Overflow
1086,Technical documentation
1086,Written Tutorials
1086,Written-based Online Courses
1087,"Online challenges (e.g., daily or weekly coding challenges)"
1087,Programming Games
1087,Technical documentation
1088,Certification videos
1088,Stack Overflow
1088,Video-based Online Courses
1089,Coding sessions (live or recorded)
1089,How-to videos
1089,Online books
1089,Technical documentation
1089,Video-based Online Courses
1090,Blogs
1090,How-to videos
1090,Stack Overflow
1090,Technical documentation
1090,Video-based Online Courses
1091,Blogs
1091,Online books
1091,Other (Please specify):
1091,Technical documentation
1091,Written Tutorials
1091,Written-based Online Courses
1092,Coding sessions (live or recorded)
1092,How-to videos
1092,Interactive tutorial
1092,"Online challenges (e.g., daily or weekly coding challenges)"
1092,Technical documentation
1092,Video-based Online Courses
1092,Written Tutorials
1092,Written-based Online Courses
1093,Blogs
1093,Certification videos
1093,How-to videos
1093,Stack Overflow
1093,Technical documentation
1093,Video-based Online Courses
1094,Blogs
1094,Programming Games
1094,Stack Overflow
1094,Technical documentation
1094,Written-based Online Courses
1095,Blogs
1095,Online books
1095,"Online challenges (e.g., daily or weekly coding challenges)"
1095,Online forum
1095,Stack Overflow
1095,Technical documentation
1095,Written Tutorials
1095,Written-based Online Courses
1096,"Auditory material (e.g., podcasts)"
1096,Blogs
1096,How-to videos
1096,Online forum
1096,Stack Overflow
1096,Technical documentation
1096,Video-based Online Courses
1096,Written Tutorials
1097,"Auditory material (e.g., podcasts)"
1097,Blogs
1097,"Online challenges (e.g., daily or weekly coding challenges)"
1097,Online forum
1097,Stack Overflow
1097,Technical documentation
1097,Video-based Online Courses
1097,Written-based Online Courses
1099,Blogs
1099,Online books
1099,Online forum
1099,Stack Overflow
1099,Technical documentation
1100,Blogs
1100,Certification videos
1100,How-to videos
1100,Interactive tutorial
1100,"Online challenges (e.g., daily or weekly coding challenges)"
1100,Online forum
1100,Stack Overflow
1100,Technical documentation
1100,Video-based Online Courses
1100,Written Tutorials
1103,Online books
1103,Technical documentation
1103,Written Tutorials
1104,Blogs
1104,Stack Overflow
1104,Technical documentation
1104,Written Tutorials
1105,"Auditory material (e.g., podcasts)"
1105,Blogs
1105,Coding sessions (live or recorded)
1105,How-to videos
1105,Interactive tutorial
1105,Online books
1105,"Online challenges (e.g., daily or weekly coding challenges)"
1105,Online forum
1105,Programming Games
1105,Stack Overflow
1105,Technical documentation
1105,Video-based Online Courses
1105,Written Tutorials
1105,Written-based Online Courses
1106,Blogs
1106,Coding sessions (live or recorded)
1106,Online books
1106,Online forum
1106,Stack Overflow
1106,Technical documentation
1106,Written Tutorials
1107,Blogs
1107,Coding sessions (live or recorded)
1107,How-to videos
1107,Programming Games
1107,Stack Overflow
1107,Technical documentation
1107,Video-based Online Courses
1107,Written Tutorials
1107,Written-based Online Courses
1109,Technical documentation
1109,Written Tutorials
1112,Blogs
1112,How-to videos
1112,Online forum
1112,Technical documentation
1112,Written Tutorials
1112,Written-based Online Courses
1113,Blogs
1113,How-to videos
1113,Stack Overflow
1113,Technical documentation
1113,Written Tutorials
1114,Blogs
1114,Online books
1114,"Online challenges (e.g., daily or weekly coding challenges)"
1114,Stack Overflow
1114,Technical documentation
1115,Blogs
1115,How-to videos
1115,Stack Overflow
1116,Online books
1116,Stack Overflow
1116,Technical documentation
1116,Written Tutorials
1116,Written-based Online Courses
1119,Blogs
1119,"Online challenges (e.g., daily or weekly coding challenges)"
1119,Programming Games
1119,Stack Overflow
1119,Technical documentation
1120,Blogs
1120,Coding sessions (live or recorded)
1120,Online books
1120,"Online challenges (e.g., daily or weekly coding challenges)"
1120,Stack Overflow
1120,Technical documentation
1121,Blogs
1121,Certification videos
1121,How-to videos
1121,Stack Overflow
1121,Video-based Online Courses
1122,Blogs
1122,Online forum
1122,Stack Overflow
1122,Written Tutorials
1122,Written-based Online Courses
1123,Programming Games
1123,Technical documentation
1123,Video-based Online Courses
1124,Blogs
1124,Certification videos
1124,How-to videos
1124,Technical documentation
1124,Video-based Online Courses
1125,Blogs
1125,Online forum
1125,Stack Overflow
1125,Technical documentation
1125,Written Tutorials
1126,Blogs
1126,Interactive tutorial
1126,Programming Games
1126,Stack Overflow
1126,Technical documentation
1126,Written Tutorials
1127,Blogs
1127,Online books
1127,Online forum
1127,Stack Overflow
1127,Technical documentation
1127,Written Tutorials
1128,Blogs
1128,Certification videos
1128,Coding sessions (live or recorded)
1128,How-to videos
1128,Interactive tutorial
1128,Online books
1128,Online forum
1128,Stack Overflow
1128,Technical documentation
1128,Video-based Online Courses
1128,Written Tutorials
1128,Written-based Online Courses
1129,"Auditory material (e.g., podcasts)"
1129,Blogs
1129,Online books
1129,Stack Overflow
1129,Technical documentation
1129,Written Tutorials
1131,Blogs
1131,How-to videos
1131,Stack Overflow
1131,Technical documentation
1131,Video-based Online Courses
1131,Written-based Online Courses
1133,Blogs
1133,How-to videos
1133,Interactive tutorial
1133,Online forum
1133,Stack Overflow
1133,Technical documentation
1133,Written Tutorials
1135,"Auditory material (e.g., podcasts)"
1135,Blogs
1135,Certification videos
1135,Coding sessions (live or recorded)
1135,How-to videos
1135,Interactive tutorial
1135,Online books
1135,"Online challenges (e.g., daily or weekly coding challenges)"
1135,Online forum
1135,Stack Overflow
1135,Technical documentation
1135,Written Tutorials
1136,Blogs
1136,Online books
1136,Online forum
1136,Stack Overflow
1136,Technical documentation
1136,Written Tutorials
1136,Written-based Online Courses
1137,Blogs
1137,How-to videos
1137,Online books
1137,Online forum
1137,Stack Overflow
1137,Technical documentation
1137,Written Tutorials
1138,Blogs
1138,Coding sessions (live or recorded)
1138,How-to videos
1138,"Online challenges (e.g., daily or weekly coding challenges)"
1138,Stack Overflow
1138,Written Tutorials
1139,How-to videos
1139,Stack Overflow
1139,Technical documentation
1140,Blogs
1140,Online books
1140,Stack Overflow
1140,Technical documentation
1141,"Auditory material (e.g., podcasts)"
1141,Blogs
1141,Coding sessions (live or recorded)
1141,How-to videos
1141,Interactive tutorial
1141,Online books
1141,Online forum
1141,Stack Overflow
1141,Technical documentation
1141,Written Tutorials
1144,Coding sessions (live or recorded)
1144,How-to videos
1144,Interactive tutorial
1144,"Online challenges (e.g., daily or weekly coding challenges)"
1144,Stack Overflow
1144,Technical documentation
1144,Video-based Online Courses
1145,Blogs
1145,Stack Overflow
1145,Technical documentation
1145,Written Tutorials
1147,Blogs
1147,Stack Overflow
1147,Technical documentation
1147,Written Tutorials
1149,Interactive tutorial
1149,Programming Games
1149,Stack Overflow
1149,Technical documentation
1149,Written Tutorials
1149,Written-based Online Courses
1150,Blogs
1150,How-to videos
1150,Online books
1150,Stack Overflow
1150,Technical documentation
1150,Written Tutorials
1151,Online forum
1151,Stack Overflow
1151,Technical documentation
1151,Written Tutorials
1153,Blogs
1153,Online forum
1153,Stack Overflow
1153,Technical documentation
1154,Blogs
1154,Interactive tutorial
1154,Online books
1154,Online forum
1154,Stack Overflow
1154,Technical documentation
1154,Written Tutorials
1155,Blogs
1155,How-to videos
1155,Interactive tutorial
1155,Online books
1155,"Online challenges (e.g., daily or weekly coding challenges)"
1155,Stack Overflow
1155,Written Tutorials
1157,Blogs
1157,Coding sessions (live or recorded)
1157,How-to videos
1157,Interactive tutorial
1157,Stack Overflow
1157,Technical documentation
1157,Video-based Online Courses
1157,Written-based Online Courses
1158,Blogs
1158,Certification videos
1158,Coding sessions (live or recorded)
1158,How-to videos
1158,Online books
1158,Stack Overflow
1158,Technical documentation
1158,Video-based Online Courses
1158,Written-based Online Courses
1159,Blogs
1159,How-to videos
1159,"Online challenges (e.g., daily or weekly coding challenges)"
1159,Stack Overflow
1159,Technical documentation
1159,Video-based Online Courses
1159,Written Tutorials
1159,Written-based Online Courses
1160,Blogs
1160,Online books
1160,Online forum
1160,Stack Overflow
1160,Technical documentation
1161,Blogs
1161,Online books
1161,Online forum
1161,Stack Overflow
1161,Technical documentation
1161,Written Tutorials
1163,Blogs
1163,Certification videos
1163,How-to videos
1163,Interactive tutorial
1163,Online books
1163,"Online challenges (e.g., daily or weekly coding challenges)"
1163,Online forum
1163,Stack Overflow
1163,Technical documentation
1163,Video-based Online Courses
1163,Written Tutorials
1164,Interactive tutorial
1164,Online books
1164,"Online challenges (e.g., daily or weekly coding challenges)"
1164,Stack Overflow
1164,Video-based Online Courses
1165,"Auditory material (e.g., podcasts)"
1165,Blogs
1165,Interactive tutorial
1165,Online books
1165,Stack Overflow
1165,Technical documentation
1165,Video-based Online Courses
1165,Written Tutorials
1165,Written-based Online Courses
1167,Certification videos
1167,Interactive tutorial
1167,"Online challenges (e.g., daily or weekly coding challenges)"
1167,Online forum
1167,Stack Overflow
1167,Video-based Online Courses
1167,Written-based Online Courses
1168,Blogs
1168,Online books
1168,Online forum
1168,Stack Overflow
1168,Technical documentation
1168,Written Tutorials
1170,Blogs
1170,How-to videos
1170,Online forum
1170,Stack Overflow
1170,Technical documentation
1172,Blogs
1172,Interactive tutorial
1172,"Online challenges (e.g., daily or weekly coding challenges)"
1172,Stack Overflow
1172,Technical documentation
1172,Written Tutorials
1173,Blogs
1173,Online books
1173,Stack Overflow
1173,Technical documentation
1173,Written Tutorials
1174,Blogs
1174,Coding sessions (live or recorded)
1174,How-to videos
1174,Online books
1174,Stack Overflow
1174,Technical documentation
1174,Video-based Online Courses
1174,Written Tutorials
1177,Blogs
1177,How-to videos
1177,Interactive tutorial
1177,Online books
1177,"Online challenges (e.g., daily or weekly coding challenges)"
1177,Online forum
1177,Stack Overflow
1177,Technical documentation
1177,Written Tutorials
1178,Blogs
1178,Stack Overflow
1178,Technical documentation
1179,Blogs
1179,How-to videos
1179,"Online challenges (e.g., daily or weekly coding challenges)"
1179,Stack Overflow
1179,Technical documentation
1179,Written Tutorials
1181,Blogs
1181,How-to videos
1181,Stack Overflow
1181,Technical documentation
1181,Written Tutorials
1182,Blogs
1182,Online books
1182,Online forum
1182,Stack Overflow
1182,Technical documentation
1182,Written Tutorials
1183,Blogs
1183,Coding sessions (live or recorded)
1183,How-to videos
1183,Online books
1183,"Online challenges (e.g., daily or weekly coding challenges)"
1183,Online forum
1183,Stack Overflow
1183,Technical documentation
1185,Blogs
1185,How-to videos
1185,Stack Overflow
1185,Technical documentation
1185,Written Tutorials
1186,Blogs
1186,Online books
1186,Online forum
1186,Stack Overflow
1186,Technical documentation
1186,Written Tutorials
1187,Blogs
1187,Coding sessions (live or recorded)
1187,How-to videos
1187,Online books
1187,Stack Overflow
1187,Technical documentation
1187,Video-based Online Courses
1188,Blogs
1188,How-to videos
1188,Interactive tutorial
1188,Online books
1188,"Online challenges (e.g., daily or weekly coding challenges)"
1188,Online forum
1188,Stack Overflow
1188,Technical documentation
1188,Written Tutorials
1188,Written-based Online Courses
1189,Other (Please specify):
1189,Stack Overflow
1189,Technical documentation
1189,Written Tutorials
1192,Blogs
1192,Certification videos
1192,How-to videos
1192,Interactive tutorial
1192,Online books
1192,Stack Overflow
1192,Technical documentation
1192,Video-based Online Courses
1192,Written Tutorials
1193,Blogs
1193,Coding sessions (live or recorded)
1193,Online books
1193,"Online challenges (e.g., daily or weekly coding challenges)"
1193,Technical documentation
1193,Written Tutorials
1193,Written-based Online Courses
1194,Blogs
1194,Online forum
1194,Stack Overflow
1194,Technical documentation
1194,Written Tutorials
1195,Blogs
1195,Stack Overflow
1195,Technical documentation
1196,Blogs
1196,Technical documentation
1196,Written Tutorials
1199,How-to videos
1199,Interactive tutorial
1199,"Online challenges (e.g., daily or weekly coding challenges)"
1199,Stack Overflow
1199,Video-based Online Courses
1200,Blogs
1200,Certification videos
1200,Coding sessions (live or recorded)
1200,How-to videos
1200,Interactive tutorial
1200,Online books
1200,"Online challenges (e.g., daily or weekly coding challenges)"
1200,Online forum
1200,Programming Games
1200,Stack Overflow
1200,Technical documentation
1200,Video-based Online Courses
1200,Written Tutorials
1200,Written-based Online Courses
1201,Blogs
1201,Online books
1201,Stack Overflow
1201,Technical documentation
1202,"Online challenges (e.g., daily or weekly coding challenges)"
1202,Stack Overflow
1202,Technical documentation
1205,Online books
1205,Online forum
1205,Stack Overflow
1205,Technical documentation
1205,Written Tutorials
1205,Written-based Online Courses
1206,Blogs
1206,How-to videos
1206,Online forum
1206,Stack Overflow
1206,Technical documentation
1206,Video-based Online Courses
1207,Blogs
1207,Certification videos
1207,Online books
1207,Stack Overflow
1207,Technical documentation
1207,Video-based Online Courses
1207,Written Tutorials
1208,Blogs
1208,How-to videos
1208,Stack Overflow
1208,Technical documentation
1208,Written Tutorials
1209,Blogs
1209,Coding sessions (live or recorded)
1209,How-to videos
1209,Online books
1209,Online forum
1209,Stack Overflow
1209,Technical documentation
1209,Video-based Online Courses
1209,Written Tutorials
1210,"Auditory material (e.g., podcasts)"
1210,Blogs
1210,Coding sessions (live or recorded)
1210,How-to videos
1210,Online books
1210,Stack Overflow
1210,Technical documentation
1211,Blogs
1211,"Online challenges (e.g., daily or weekly coding challenges)"
1211,Stack Overflow
1211,Technical documentation
1211,Written Tutorials
1214,Blogs
1214,Online books
1214,Technical documentation
1214,Video-based Online Courses
1214,Written-based Online Courses
1215,Coding sessions (live or recorded)
1215,How-to videos
1215,Interactive tutorial
1215,Online books
1215,"Online challenges (e.g., daily or weekly coding challenges)"
1215,Programming Games
1215,Stack Overflow
1215,Technical documentation
1215,Video-based Online Courses
1215,Written Tutorials
1215,Written-based Online Courses
1216,Blogs
1216,Coding sessions (live or recorded)
1216,How-to videos
1216,Online books
1216,"Online challenges (e.g., daily or weekly coding challenges)"
1216,Online forum
1216,Stack Overflow
1216,Technical documentation
1216,Video-based Online Courses
1216,Written Tutorials
1216,Written-based Online Courses
1220,Blogs
1220,Certification videos
1220,How-to videos
1220,Interactive tutorial
1220,Online forum
1220,Stack Overflow
1220,Technical documentation
1220,Video-based Online Courses
1220,Written Tutorials
1220,Written-based Online Courses
1221,Blogs
1221,Stack Overflow
1221,Technical documentation
1222,Blogs
1222,Online books
1222,Online forum
1222,Stack Overflow
1222,Technical documentation
1223,Blogs
1223,How-to videos
1223,Online books
1223,Stack Overflow
1223,Technical documentation
1223,Video-based Online Courses
1223,Written Tutorials
1226,Blogs
1226,Online books
1226,Technical documentation
1226,Video-based Online Courses
1226,Written Tutorials
1228,How-to videos
1228,Stack Overflow
1228,Technical documentation
1228,Video-based Online Courses
1228,Written Tutorials
1228,Written-based Online Courses
1229,Blogs
1229,Interactive tutorial
1229,Stack Overflow
1229,Technical documentation
1229,Written Tutorials
1230,Blogs
1230,Programming Games
1230,Stack Overflow
1230,Technical documentation
1230,Written Tutorials
1230,Written-based Online Courses
1232,Blogs
1232,Online books
1232,"Online challenges (e.g., daily or weekly coding challenges)"
1232,Technical documentation
1232,Written Tutorials
1233,Blogs
1233,Online books
1233,"Online challenges (e.g., daily or weekly coding challenges)"
1233,Technical documentation
1236,Blogs
1236,Online books
1236,Stack Overflow
1236,Technical documentation
1236,Written Tutorials
1237,Blogs
1237,How-to videos
1237,Programming Games
1237,Stack Overflow
1237,Technical documentation
1239,Blogs
1239,How-to videos
1239,"Online challenges (e.g., daily or weekly coding challenges)"
1239,Technical documentation
1240,Blogs
1240,How-to videos
1240,Written Tutorials
1240,Written-based Online Courses
1242,Blogs
1242,Online books
1242,Stack Overflow
1242,Technical documentation
1243,Blogs
1243,Online books
1243,Stack Overflow
1243,Written Tutorials
1245,Blogs
1245,Certification videos
1245,Coding sessions (live or recorded)
1245,How-to videos
1245,Interactive tutorial
1245,Online books
1245,"Online challenges (e.g., daily or weekly coding challenges)"
1245,Online forum
1245,Stack Overflow
1245,Technical documentation
1245,Video-based Online Courses
1245,Written Tutorials
1245,Written-based Online Courses
1246,"Auditory material (e.g., podcasts)"
1246,Blogs
1246,Certification videos
1246,Coding sessions (live or recorded)
1246,How-to videos
1246,Online books
1246,"Online challenges (e.g., daily or weekly coding challenges)"
1246,Online forum
1246,Stack Overflow
1246,Technical documentation
1246,Video-based Online Courses
1246,Written Tutorials
1246,Written-based Online Courses
1247,Blogs
1247,Online books
1247,Stack Overflow
1247,Technical documentation
1247,Video-based Online Courses
1247,Written-based Online Courses
1248,Blogs
1248,Stack Overflow
1248,Technical documentation
1249,How-to videos
1250,Blogs
1250,Coding sessions (live or recorded)
1250,How-to videos
1250,Online books
1250,Other (Please specify):
1250,Technical documentation
1252,Blogs
1252,Technical documentation
1252,Video-based Online Courses
1252,Written Tutorials
1253,Stack Overflow
1253,Technical documentation
1253,Written Tutorials
1255,Online books
1255,Online forum
1255,Stack Overflow
1255,Technical documentation
1256,How-to videos
1256,Stack Overflow
1256,Written Tutorials
1258,Blogs
1258,Programming Games
1258,Technical documentation
1259,Blogs
1259,Online forum
1259,Stack Overflow
1259,Technical documentation
1260,Blogs
1260,Coding sessions (live or recorded)
1260,Interactive tutorial
1260,Online books
1260,"Online challenges (e.g., daily or weekly coding challenges)"
1260,Online forum
1260,Stack Overflow
1260,Technical documentation
1260,Written Tutorials
1261,Blogs
1261,Online books
1261,Online forum
1261,Stack Overflow
1261,Technical documentation
1261,Written-based Online Courses
1263,Blogs
1263,Stack Overflow
1263,Technical documentation
1263,Written Tutorials
1265,Blogs
1265,Certification videos
1265,Coding sessions (live or recorded)
