ResponseId,LanguageHaveWorkedWith
1007,Kotlin
1007,Objective-C
1007,R
1007,Ruby
1007,Rust
1007,Swift
1007,TypeScript
1008,Bash/Shell
1008,C
1008,Clojure
1008,Java
1008,JavaScript
1008,Python
1008,R
1008,Rust
1008,TypeScript
1009,Bash/Shell
1009,C
1009,C++
1009,Go
1009,Java
1009,JavaScript
1009,Kotlin
1009,PHP
1009,Perl
1009,Python
1009,R
1009,Rust
1009,SQL
1009,Scala
1009,TypeScript
1010,C
1010,C#
1010,HTML/CSS
1010,TypeScript
1011,C
1011,C++
1011,Go
1011,Java
1011,JavaScript
1011,TypeScript
1012,Bash/Shell
1012,C
1012,HTML/CSS
1012,Java
1012,JavaScript
1012,Python
1012,R
1012,Rust
1012,SQL
1013,C
1013,C++
1013,Kotlin
1013,MATLAB
1013,Python
1013,R
1013,Rust
1014,Bash/Shell
1014,Java
1014,JavaScript
1014,Kotlin
1014,Python
1014,SQL
1015,C
1015,C#
1015,PowerShell
1016,Assembly
1016,Bash/Shell
1016,C
1016,C#
1016,Perl
1016,PowerShell
1016,Python
